DateTime,Junction,Vehicles,ID,,traffic_flow_rate,congestion_level,vehicle_density,current_traffic_light_state,,weather_condition,temperature_celsius,number_of_lanes,road_capacity,pedestrian_count,crowdsourced_congestion_level,public_transport_status,
23/11/15 11:00,1,35,20151123111,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
23/11/15 12:00,1,33,20151123121,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
23/11/15 13:00,1,32,20151123131,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
23/11/15 14:00,1,28,20151123141,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
23/11/15 15:00,1,33,20151123151,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
23/11/15 16:00,1,27,20151123161,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
23/11/15 17:00,1,24,20151123171,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
23/11/15 18:00,1,27,20151123181,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
23/11/15 19:00,1,29,20151123191,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
23/11/15 20:00,1,26,20151123201,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
23/11/15 21:00,1,27,20151123211,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
23/11/15 22:00,1,28,20151123221,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
23/11/15 23:00,1,26,20151123231,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
24/11/15 0:00,1,23,20151124001,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
24/11/15 1:00,1,19,20151124011,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
24/11/15 2:00,1,18,20151124021,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
24/11/15 3:00,1,13,20151124031,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
24/11/15 4:00,1,12,20151124041,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
24/11/15 5:00,1,13,20151124051,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
24/11/15 6:00,1,16,20151124061,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
24/11/15 7:00,1,17,20151124071,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
24/11/15 8:00,1,23,20151124081,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
24/11/15 9:00,1,26,20151124091,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
24/11/15 10:00,1,29,20151124101,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
24/11/15 11:00,1,28,20151124111,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
24/11/15 12:00,1,31,20151124121,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
24/11/15 13:00,1,23,20151124131,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
24/11/15 14:00,1,28,20151124141,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
24/11/15 15:00,1,25,20151124151,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
24/11/15 16:00,1,24,20151124161,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
24/11/15 17:00,1,27,20151124171,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
24/11/15 18:00,1,28,20151124181,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
24/11/15 19:00,1,24,20151124191,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
24/11/15 20:00,1,29,20151124201,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
24/11/15 21:00,1,26,20151124211,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
24/11/15 22:00,1,25,20151124221,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
24/11/15 23:00,1,23,20151124231,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
25/11/15 0:00,1,21,20151125001,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
25/11/15 1:00,1,16,20151125011,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
25/11/15 2:00,1,16,20151125021,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
25/11/15 3:00,1,15,20151125031,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
25/11/15 4:00,1,11,20151125041,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
25/11/15 5:00,1,9,20151125051,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
25/11/15 6:00,1,10,20151125061,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
25/11/15 7:00,1,14,20151125071,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
25/11/15 8:00,1,17,20151125081,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
25/11/15 9:00,1,21,20151125091,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
25/11/15 10:00,1,28,20151125101,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
25/11/15 11:00,1,30,20151125111,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
25/11/15 12:00,1,29,20151125121,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
25/11/15 13:00,1,26,20151125131,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
25/11/15 14:00,1,26,20151125141,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
25/11/15 15:00,1,27,20151125151,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
25/11/15 16:00,1,26,20151125161,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
25/11/15 17:00,1,23,20151125171,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
25/11/15 18:00,1,28,20151125181,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
25/11/15 19:00,1,31,20151125191,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
25/11/15 20:00,1,26,20151125201,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
25/11/15 21:00,1,24,20151125211,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
25/11/15 22:00,1,24,20151125221,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
25/11/15 23:00,1,21,20151125231,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
26/11/15 0:00,1,22,20151126001,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
26/11/15 1:00,1,16,20151126011,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
26/11/15 2:00,1,13,20151126021,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
26/11/15 3:00,1,11,20151126031,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
26/11/15 4:00,1,13,20151126041,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
26/11/15 5:00,1,12,20151126051,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
26/11/15 6:00,1,11,20151126061,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
26/11/15 7:00,1,13,20151126071,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
26/11/15 8:00,1,11,20151126081,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
26/11/15 9:00,1,21,20151126091,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
26/11/15 10:00,1,32,20151126101,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
26/11/15 11:00,1,33,20151126111,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
26/11/15 12:00,1,26,20151126121,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
26/11/15 13:00,1,25,20151126131,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
26/11/15 14:00,1,30,20151126141,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
26/11/15 15:00,1,30,20151126151,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
26/11/15 16:00,1,28,20151126161,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
26/11/15 17:00,1,25,20151126171,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
26/11/15 18:00,1,24,20151126181,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
26/11/15 19:00,1,29,20151126191,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
26/11/15 20:00,1,31,20151126201,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
26/11/15 21:00,1,26,20151126211,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
26/11/15 22:00,1,28,20151126221,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
26/11/15 23:00,1,21,20151126231,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
27/11/15 0:00,1,20,20151127001,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
27/11/15 1:00,1,19,20151127011,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
27/11/15 2:00,1,14,20151127021,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
27/11/15 3:00,1,11,20151127031,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
27/11/15 4:00,1,9,20151127041,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
27/11/15 5:00,1,11,20151127051,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
27/11/15 6:00,1,10,20151127061,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
27/11/15 7:00,1,9,20151127071,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
27/11/15 8:00,1,16,20151127081,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
27/11/15 9:00,1,21,20151127091,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
27/11/15 10:00,1,33,20151127101,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
27/11/15 11:00,1,29,20151127111,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
27/11/15 12:00,1,28,20151127121,,10.13,medium,54.38,red,fog,25.6,5,374,15,high,0,1,
27/11/15 13:00,1,26,20151127131,,23.69,low,93.9,green,snow,21.1,1,192,21,medium,0,0,
27/11/15 14:00,1,27,20151127141,,12.99,medium,66.45,yellow,fog,37.8,6,214,10,medium,0,0,
27/11/15 15:00,1,29,20151127151,,33.47,low,87.88,green,clear,13.3,1,784,45,medium,0,0,
27/11/15 16:00,1,26,20151127161,,52.47,high,87.04,yellow,snow,17.8,3,937,38,high,0,0,
27/11/15 17:00,1,27,20151127171,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
27/11/15 18:00,1,27,20151127181,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
27/11/15 19:00,1,30,20151127191,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
27/11/15 20:00,1,24,20151127201,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
27/11/15 21:00,1,24,20151127211,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
27/11/15 22:00,1,24,20151127221,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
27/11/15 23:00,1,23,20151127231,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
28/11/15 0:00,1,21,20151128001,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
28/11/15 1:00,1,13,20151128011,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
28/11/15 2:00,1,16,20151128021,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
28/11/15 3:00,1,11,20151128031,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
28/11/15 4:00,1,10,20151128041,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
28/11/15 5:00,1,8,20151128051,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
28/11/15 6:00,1,11,20151128061,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
28/11/15 7:00,1,10,20151128071,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
28/11/15 8:00,1,16,20151128081,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
28/11/15 9:00,1,19,20151128091,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
28/11/15 10:00,1,21,20151128101,,10.13,medium,54.38,red,fog,25.6,5,374,15,high,0,1,
28/11/15 11:00,1,25,20151128111,,23.69,low,93.9,green,snow,21.1,1,192,21,medium,0,0,
28/11/15 12:00,1,21,20151128121,,12.99,medium,66.45,yellow,fog,37.8,6,214,10,medium,0,0,
28/11/15 13:00,1,18,20151128131,,33.47,low,87.88,green,clear,13.3,1,784,45,medium,0,0,
28/11/15 14:00,1,18,20151128141,,52.47,high,87.04,yellow,snow,17.8,3,937,38,high,0,0,
28/11/15 15:00,1,22,20151128151,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
28/11/15 16:00,1,18,20151128161,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
28/11/15 17:00,1,16,20151128171,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
28/11/15 18:00,1,16,20151128181,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
28/11/15 19:00,1,26,20151128191,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
28/11/15 20:00,1,28,20151128201,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
28/11/15 21:00,1,22,20151128211,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
28/11/15 22:00,1,22,20151128221,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
28/11/15 23:00,1,21,20151128231,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
29/11/15 0:00,1,22,20151129001,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
29/11/15 1:00,1,17,20151129011,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
29/11/15 2:00,1,13,20151129021,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
29/11/15 3:00,1,10,20151129031,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
29/11/15 4:00,1,12,20151129041,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
29/11/15 5:00,1,12,20151129051,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
29/11/15 6:00,1,9,20151129061,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
29/11/15 7:00,1,13,20151129071,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
29/11/15 8:00,1,14,20151129081,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
29/11/15 9:00,1,18,20151129091,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
29/11/15 10:00,1,20,20151129101,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
29/11/15 11:00,1,21,20151129111,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
29/11/15 12:00,1,22,20151129121,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
29/11/15 13:00,1,17,20151129131,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
29/11/15 14:00,1,20,20151129141,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
29/11/15 15:00,1,19,20151129151,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
29/11/15 16:00,1,20,20151129161,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
29/11/15 17:00,1,20,20151129171,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
29/11/15 18:00,1,21,20151129181,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
29/11/15 19:00,1,20,20151129191,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
29/11/15 20:00,1,22,20151129201,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
29/11/15 21:00,1,24,20151129211,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
29/11/15 22:00,1,21,20151129221,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
29/11/15 23:00,1,18,20151129231,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
30/11/15 0:00,1,20,20151130001,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
30/11/15 1:00,1,13,20151130011,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
30/11/15 2:00,1,15,20151130021,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
30/11/15 3:00,1,11,20151130031,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
30/11/15 4:00,1,12,20151130041,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
30/11/15 5:00,1,11,20151130051,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
30/11/15 6:00,1,11,20151130061,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
30/11/15 7:00,1,13,20151130071,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
30/11/15 8:00,1,16,20151130081,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
30/11/15 9:00,1,24,20151130091,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
30/11/15 10:00,1,35,20151130101,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
30/11/15 11:00,1,34,20151130111,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
30/11/15 12:00,1,36,20151130121,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
30/11/15 13:00,1,27,20151130131,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
30/11/15 14:00,1,33,20151130141,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
30/11/15 15:00,1,34,20151130151,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
30/11/15 16:00,1,28,20151130161,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
30/11/15 17:00,1,27,20151130171,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
30/11/15 18:00,1,28,20151130181,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
30/11/15 19:00,1,29,20151130191,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
30/11/15 20:00,1,31,20151130201,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
30/11/15 21:00,1,29,20151130211,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
30/11/15 22:00,1,26,20151130221,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
30/11/15 23:00,1,24,20151130231,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
01/12/15 0:00,1,21,20151201001,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
01/12/15 1:00,1,20,20151201011,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
01/12/15 2:00,1,18,20151201021,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
01/12/15 3:00,1,13,20151201031,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
01/12/15 4:00,1,14,20151201041,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
01/12/15 5:00,1,11,20151201051,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
01/12/15 6:00,1,11,20151201061,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
01/12/15 7:00,1,12,20151201071,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
01/12/15 8:00,1,16,20151201081,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
01/12/15 9:00,1,21,20151201091,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
01/12/15 10:00,1,30,20151201101,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
01/12/15 11:00,1,29,20151201111,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
01/12/15 12:00,1,28,20151201121,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
01/12/15 13:00,1,31,20151201131,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
01/12/15 14:00,1,26,20151201141,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
01/12/15 15:00,1,29,20151201151,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
01/12/15 16:00,1,25,20151201161,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
01/12/15 17:00,1,25,20151201171,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
01/12/15 18:00,1,25,20151201181,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
01/12/15 19:00,1,27,20151201191,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
01/12/15 20:00,1,27,20151201201,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
01/12/15 21:00,1,30,20151201211,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
01/12/15 22:00,1,24,20151201221,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
01/12/15 23:00,1,26,20151201231,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
02/12/15 0:00,1,21,20151202001,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
02/12/15 1:00,1,19,20151202011,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
02/12/15 2:00,1,18,20151202021,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
02/12/15 3:00,1,15,20151202031,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
02/12/15 4:00,1,17,20151202041,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
02/12/15 5:00,1,13,20151202051,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
02/12/15 6:00,1,14,20151202061,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
02/12/15 7:00,1,16,20151202071,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
02/12/15 8:00,1,18,20151202081,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
02/12/15 9:00,1,32,20151202091,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
02/12/15 10:00,1,39,20151202101,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
02/12/15 11:00,1,39,20151202111,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
02/12/15 12:00,1,38,20151202121,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
02/12/15 13:00,1,33,20151202131,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
02/12/15 14:00,1,33,20151202141,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
02/12/15 15:00,1,30,20151202151,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
02/12/15 16:00,1,29,20151202161,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
02/12/15 17:00,1,28,20151202171,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
02/12/15 18:00,1,29,20151202181,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
02/12/15 19:00,1,32,20151202191,,10.13,medium,54.38,red,fog,25.6,5,374,15,high,0,1,
02/12/15 20:00,1,35,20151202201,,23.69,low,93.9,green,snow,21.1,1,192,21,medium,0,0,
02/12/15 21:00,1,34,20151202211,,12.99,medium,66.45,yellow,fog,37.8,6,214,10,medium,0,0,
02/12/15 22:00,1,31,20151202221,,33.47,low,87.88,green,clear,13.3,1,784,45,medium,0,0,
02/12/15 23:00,1,27,20151202231,,52.47,high,87.04,yellow,snow,17.8,3,937,38,high,0,0,
03/12/15 0:00,1,23,20151203001,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
03/12/15 1:00,1,22,20151203011,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
03/12/15 2:00,1,15,20151203021,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
03/12/15 3:00,1,17,20151203031,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
03/12/15 4:00,1,13,20151203041,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
03/12/15 5:00,1,12,20151203051,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
03/12/15 6:00,1,12,20151203061,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
03/12/15 7:00,1,15,20151203071,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
03/12/15 8:00,1,17,20151203081,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
03/12/15 9:00,1,23,20151203091,,57.84,low,54.21,green,clear,13.2,4,391,25,medium,0,1,
03/12/15 10:00,1,30,20151203101,,57.52,high,92.63,red,clear,15.4,3,143,13,high,0,0,
03/12/15 11:00,1,31,20151203111,,23.92,high,29.1,red,rain,28.7,2,701,4,medium,1,0,
03/12/15 12:00,1,26,20151203121,,18.97,low,49.05,yellow,clear,19.5,5,174,4,medium,1,1,
03/12/15 13:00,1,24,20151203131,,22.05,low,60.3,yellow,clear,16.4,1,589,0,low,0,1,
03/12/15 14:00,1,30,20151203141,,27.36,medium,61.64,yellow,fog,36.6,6,978,18,low,0,1,
03/12/15 15:00,1,26,20151203151,,50.61,medium,22.46,green,rain,3.7,3,503,30,low,1,1,
03/12/15 16:00,1,24,20151203161,,31.23,medium,11.69,green,fog,26.7,1,876,19,low,0,0,
03/12/15 17:00,1,28,20151203171,,10.13,medium,54.38,red,fog,25.6,5,374,15,high,0,1,
03/12/15 18:00,1,28,20151203181,,23.69,low,93.9,green,snow,21.1,1,192,21,medium,0,0,
03/12/15 19:00,1,31,20151203191,,12.99,medium,66.45,yellow,fog,37.8,6,214,10,medium,0,0,
03/12/15 20:00,1,30,20151203201,,33.47,low,87.88,green,clear,13.3,1,784,45,medium,0,0,
03/12/15 21:00,1,29,20151203211,,52.47,high,87.04,yellow,snow,17.8,3,937,38,high,0,0,
03/12/15 22:00,1,28,20151203221,,34.64,medium,97.49,green,rain,14.7,6,869,3,medium,1,0,
03/12/15 23:00,1,22,20151203231,,33.67,high,48.8,green,clear,25.7,4,716,21,medium,0,0,
04/12/15 0:00,1,19,20151204001,,48.56,low,89.71,red,fog,13.3,4,158,2,medium,1,1,
04/12/15 1:00,1,19,20151204011,,45.94,medium,28.21,yellow,clear,15,5,353,13,low,1,0,
04/12/15 2:00,1,16,20151204021,,14.36,medium,53.9,green,clear,1.5,1,406,6,high,0,0,
04/12/15 3:00,1,14,20151204031,,19.27,high,49.47,red,fog,36,3,486,44,low,0,0,
04/12/15 4:00,1,15,20151204041,,41.45,low,87.96,green,fog,18.7,6,532,47,medium,1,0,
04/12/15 5:00,1,14,20151204051,,47.64,medium,81.18,yellow,fog,10.4,4,628,3,high,1,1,
04/12/15 6:00,1,10,20151204061,,25.43,medium,24.94,green,rain,36.7,3,157,8,medium,1,0,
